UCL_CODE11,R_0_74_LT_Real_estate_agent,R_0_74_LT_Ste_terr_hsg_auth,R_0_74_LT_Psn_not_Sme_hhd,R_0_74_LT_hs_coop_com_ch_g,R_0_74_LT_Other_Lld_type,R_0_74_LT_Lld_type_ns,R_0_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_hs_coop_com_ch_g,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_hs_coop_com_ch_g,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_hs_coop_com_ch_g,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_hs_coop_com_ch_g,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_hs_coop_com_ch_g,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_hs_coop_com_ch_g,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_hs_coop_com_ch_g,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_hs_coop_com_ch_g,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_hs_coop_com_ch_g,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_hs_coop_com_ch_g,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_hs_coop_com_ch_g,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_hs_coop_com_ch_g,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_over_LT_Psn_not_Sme_hhd,R_950_ovr_LT_hs_coop_com_ch_g,R_950_over_LT_Other_Lld_type,R_650_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_hs_coop_com_ch_g,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_Psn_not_Sme_hhd,Tot_LT_hs_coop_com_ch_g,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
222125,0,0,43,0,32,27,110,0,3,4,0,3,0,4,13,32,27,0,9,0,78,21,5,33,0,11,0,70,26,0,31,0,3,0,55,69,5,40,0,6,0,113,83,0,26,0,3,0,118,54,0,14,0,0,0,72,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,8,0,30,273,52,233,0,75,32,667
221012,4,21,18,3,3,20,66,3,13,3,3,0,0,24,33,161,22,3,0,3,226,110,73,48,10,3,0,239,145,43,72,4,0,3,268,312,44,87,8,3,0,452,443,4,105,8,11,0,566,263,4,37,0,5,0,314,32,0,6,0,0,0,45,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,24,22,9,3,3,7,60,1370,396,412,29,32,31,2271
221001,0,15,27,7,9,7,67,3,12,8,4,0,0,31,32,93,29,14,14,0,180,104,26,52,38,8,0,229,111,18,37,0,3,0,173,212,14,50,4,7,0,297,323,4,69,0,3,0,395,137,0,32,3,3,0,175,24,0,3,0,0,0,23,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,9,9,11,8,3,3,52,964,199,323,75,60,18,1635
315070,0,3,9,3,0,3,19,0,0,0,0,0,0,0,0,5,0,0,4,0,10,3,10,14,39,0,3,62,0,0,7,3,0,0,10,3,5,15,36,0,0,56,12,3,17,4,0,0,33,226,7,59,8,5,0,309,357,0,45,0,0,3,403,79,0,9,0,0,0,94,25,0,3,0,0,0,31,6,0,3,0,0,0,8,5,0,0,0,0,0,10,5,0,0,0,0,0,3,10,0,8,3,0,0,27,736,32,181,96,15,15,1072
301001,4,9,16,3,3,14,48,0,6,0,0,0,0,12,3,26,14,3,3,0,50,18,9,15,9,0,0,54,8,4,10,0,0,0,27,58,10,10,14,0,0,92,148,5,35,3,0,0,195,410,3,65,3,4,0,488,328,0,81,0,0,0,413,241,0,56,0,0,0,301,121,0,21,0,0,0,140,65,0,17,0,3,0,87,41,0,4,0,0,0,48,40,0,11,0,0,0,49,14,5,11,0,0,3,39,1508,79,379,32,20,20,2040
321048,0,13,21,0,11,13,58,0,9,0,0,0,0,12,3,32,18,0,6,0,59,12,17,22,7,3,3,59,21,9,28,3,3,0,69,37,4,50,0,6,0,106,112,4,67,0,4,0,196,128,0,14,0,0,5,141,16,0,5,0,0,0,15,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,3,4,3,25,337,95,234,14,43,21,741
303001,0,3,15,3,0,5,24,0,4,0,0,0,0,3,3,23,5,0,0,0,34,45,8,30,3,9,0,95,66,0,36,0,3,0,105,132,0,83,0,4,0,215,151,7,73,0,7,3,237,152,0,64,0,0,0,220,58,0,19,0,0,0,84,36,0,9,0,0,0,48,4,0,0,0,0,0,11,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,3,0,0,18,666,45,350,9,25,10,1103
322078,0,3,18,0,13,31,64,0,3,8,0,3,0,10,3,8,20,0,3,0,34,19,13,33,0,0,0,66,22,0,28,0,4,0,51,48,3,37,0,4,0,90,16,0,27,0,3,0,50,3,0,6,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,11,105,29,184,0,33,36,385
322043,0,10,18,0,10,17,45,3,7,4,0,3,0,22,17,49,19,0,9,3,105,146,70,69,6,32,4,325,126,25,64,8,10,3,234,182,26,88,19,18,0,333,147,5,64,0,3,0,227,51,0,23,0,0,0,81,0,0,3,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,13,6,0,6,3,37,680,206,362,40,98,29,1415
322104,0,0,27,0,18,29,75,0,3,3,0,3,0,9,3,0,25,0,4,0,41,32,3,53,0,3,0,96,18,3,38,0,3,0,72,82,0,64,3,3,0,159,78,0,59,0,12,3,145,29,0,11,0,4,0,39,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,7,3,24,259,14,301,6,61,30,675
322122,0,0,37,3,26,30,95,0,3,3,3,6,0,19,11,12,38,28,14,0,105,53,16,50,16,20,0,150,73,10,60,3,15,0,163,157,7,66,0,19,3,250,189,5,65,0,20,3,279,103,0,32,0,0,0,140,14,0,7,0,0,0,14,0,0,3,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,7,5,17,0,7,0,36,613,59,374,52,130,41,1277
315107,0,10,0,0,14,3,22,0,26,0,4,0,0,29,0,135,0,6,0,0,143,0,159,0,17,3,0,178,0,3,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,336,3,32,18,3,390
322138,3,4,14,4,15,30,74,0,6,0,7,4,0,18,0,17,11,5,3,0,38,15,24,43,16,6,4,100,61,10,35,4,0,0,104,57,5,36,0,3,0,110,89,3,51,0,5,3,152,67,5,24,0,3,0,94,6,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,14,3,3,0,25,298,78,235,38,47,39,735
322090,3,0,4,0,3,6,26,0,3,3,0,0,0,3,0,21,6,0,3,0,30,9,20,4,6,0,0,42,14,3,17,0,8,0,45,68,4,15,0,5,3,92,161,0,27,0,0,3,198,129,0,44,0,3,0,179,67,0,7,0,0,0,74,15,0,0,0,0,0,22,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,7,10,0,8,0,9,4,24,485,46,149,8,37,21,749
322124,0,10,19,0,18,19,71,3,14,0,3,3,0,23,8,43,23,23,7,3,100,23,44,49,18,5,9,149,49,16,69,6,19,0,153,173,6,100,3,4,3,292,232,3,119,3,12,9,374,110,0,31,0,4,0,144,9,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12,19,4,6,3,50,612,149,434,59,74,42,1365
315052,0,3,24,0,4,18,57,0,3,0,0,0,0,7,0,18,5,4,5,0,33,4,20,16,6,13,0,56,7,3,6,5,3,0,24,12,3,22,3,0,0,42,31,3,32,0,3,0,65,35,0,16,0,0,0,51,6,0,6,0,0,0,16,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,100,51,136,26,28,23,365
322118,3,3,27,0,8,33,77,0,7,3,0,3,0,17,3,15,29,8,3,3,56,8,16,54,0,6,4,93,26,6,56,0,6,0,90,53,3,57,0,7,3,120,81,0,63,0,13,3,159,38,0,15,0,0,0,57,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,8,0,27,216,47,318,12,57,43,695
321073,0,7,23,0,24,40,98,0,16,9,3,3,0,29,13,69,27,3,19,0,130,36,77,46,8,19,0,192,43,14,51,3,4,0,122,100,16,78,0,13,0,203,187,17,81,0,6,3,300,118,3,37,0,3,0,158,10,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,9,0,12,0,39,516,232,363,31,99,46,1289
315020,3,3,33,3,25,29,92,0,0,3,0,4,0,12,29,17,23,3,24,0,96,184,15,24,3,7,0,235,162,0,36,0,0,3,203,214,5,26,0,3,0,247,116,0,15,0,3,0,142,34,0,8,0,0,0,41,0,0,4,0,0,0,3,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,16,0,12,0,4,0,40,775,38,188,13,76,32,1121
322133,0,3,39,0,97,63,194,4,0,3,0,3,0,12,9,13,31,0,10,0,61,21,8,41,3,11,3,84,24,0,28,0,5,0,66,18,0,10,0,3,0,32,3,0,3,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,7,0,50,0,55,84,26,166,0,181,63,521
322127,0,3,39,0,57,34,136,0,0,0,0,8,0,14,9,21,17,3,12,0,57,77,14,23,0,3,0,112,34,3,25,0,3,0,63,69,0,19,0,0,0,90,25,0,5,0,0,0,33,8,0,5,0,0,0,15,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,3,16,0,38,229,41,137,9,110,34,560
314017,3,21,8,3,60,13,105,0,4,0,0,16,0,19,12,10,14,0,16,0,53,63,35,11,13,11,0,129,59,6,29,5,13,0,113,123,9,35,4,5,0,176,218,3,27,0,0,0,256,84,0,22,0,0,0,110,8,0,4,0,0,0,15,4,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,13,0,15,0,42,592,102,170,27,131,19,1044
322135,0,4,55,0,69,55,186,0,6,3,3,9,0,23,4,4,33,3,4,0,51,3,18,35,0,14,0,78,4,0,28,0,3,0,46,9,3,15,0,5,0,36,13,0,5,0,3,0,21,4,0,4,0,0,0,9,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,29,0,45,37,47,199,4,137,55,487
321104,0,3,25,0,56,46,127,0,4,3,0,13,0,19,0,7,30,0,7,0,48,3,12,33,0,16,0,61,3,0,30,0,3,0,43,14,0,19,0,8,0,30,3,0,3,0,0,0,6,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,15,0,21,25,25,161,5,114,45,373
321122,0,3,47,4,22,40,112,0,0,9,3,0,0,13,10,5,46,0,10,0,71,31,0,56,0,8,0,97,38,0,45,0,4,0,83,93,5,43,0,7,0,143,68,0,32,0,4,3,101,12,0,4,0,0,0,15,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,13,0,31,247,18,296,12,66,42,678
322027,0,0,13,0,25,27,71,0,0,3,0,5,0,13,6,0,20,0,7,0,33,19,4,17,3,11,0,57,26,0,23,0,4,0,52,49,0,12,0,0,0,62,21,0,3,0,0,0,31,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,16,0,28,120,9,99,0,81,30,348
322014,3,3,74,0,63,52,193,0,7,4,0,14,0,28,34,49,40,11,24,3,169,109,31,90,19,15,3,266,144,11,83,12,32,4,297,314,8,123,0,24,3,472,358,0,89,0,11,3,462,57,0,30,0,4,3,97,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,9,24,0,13,0,36,3,81,1049,117,556,59,222,71,2076
322050,0,3,23,0,15,11,54,0,0,0,0,0,0,0,3,4,8,4,10,0,29,36,3,13,0,4,0,52,28,0,25,0,4,0,59,63,0,41,0,3,0,101,23,0,16,0,0,0,41,4,0,3,0,0,0,12,3,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,3,0,14,162,10,134,3,38,11,371
322132,0,0,24,0,10,21,57,0,0,0,0,0,0,3,0,0,15,3,3,0,27,11,0,17,6,3,0,41,15,0,22,0,3,0,45,21,0,20,0,3,0,45,13,0,10,0,3,0,27,8,0,5,0,0,0,13,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,3,0,21,82,3,123,12,33,22,275
321003,0,0,14,0,17,26,61,0,0,0,0,0,0,7,0,6,14,0,4,0,25,15,5,33,0,3,0,54,18,0,24,0,4,0,46,48,0,21,0,3,0,75,17,0,9,0,0,0,28,12,0,9,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,6,0,12,111,13,128,3,41,26,321
321113,0,0,28,0,15,27,70,0,0,0,0,5,3,9,6,0,26,0,9,0,44,31,0,40,0,16,0,91,20,3,30,0,10,0,59,66,0,28,0,4,0,96,22,0,17,0,3,0,36,3,0,7,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,22,149,10,184,3,70,36,453
313007,6,7,22,0,7,13,50,0,17,3,0,0,0,18,34,39,45,10,21,0,149,124,29,76,20,19,6,267,150,7,80,4,8,0,249,493,3,135,0,11,0,643,433,0,62,0,10,0,507,52,0,21,0,0,0,73,8,0,0,0,0,0,8,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,8,3,9,0,35,1311,108,452,36,76,28,2009
322035,30,48,21,3,359,36,495,0,23,3,0,51,0,87,12,131,11,4,33,3,201,72,65,23,0,14,0,178,63,8,22,0,3,0,90,73,3,23,0,3,0,102,92,0,30,0,3,0,125,53,0,6,0,0,0,62,7,0,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,11,4,50,0,80,410,295,149,15,516,37,1423
322141,3,5,43,3,333,93,478,3,7,6,0,16,0,32,6,24,18,6,40,3,93,17,0,39,0,13,0,72,11,0,29,3,7,0,46,23,0,17,0,5,3,46,26,0,12,0,3,0,39,11,0,9,0,4,0,20,3,0,3,0,0,0,3,4,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,16,0,56,0,78,106,41,197,10,472,97,926
313004,12,23,16,0,92,25,172,0,9,0,0,49,0,68,29,51,19,8,27,0,131,178,15,51,5,30,0,273,164,3,57,3,13,0,243,273,16,48,0,20,0,354,284,4,61,0,10,0,359,165,0,36,0,10,0,212,40,0,14,0,0,0,48,5,0,3,0,0,0,10,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,3,9,0,22,4,51,1167,127,320,17,276,29,1935
321020,0,0,16,0,3,11,24,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,8,0,0,0,10,3,0,3,0,0,0,6,0,0,9,0,0,0,9,4,0,13,0,0,0,13,8,0,6,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,13,18,0,57,0,12,11,96
321064,3,0,13,0,3,8,24,0,7,0,0,0,0,3,8,9,6,11,4,0,37,6,3,8,4,6,0,27,6,3,20,3,0,0,32,61,0,15,0,6,0,87,230,0,39,0,4,0,279,115,0,25,0,0,3,147,18,0,7,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3,0,0,12,464,15,139,23,31,15,685
322115,0,0,6,0,0,5,11,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,3,0,0,0,5,0,0,4,0,0,0,5,0,0,0,0,0,0,4,4,0,6,0,0,0,9,7,0,9,0,0,0,23,11,0,0,0,0,0,6,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,32,0,36,0,4,5,76
314011,0,6,9,0,7,9,33,0,3,0,0,0,0,7,3,19,13,0,3,0,38,12,19,14,8,3,0,57,16,7,15,4,9,0,51,157,14,44,9,5,0,229,804,0,83,3,9,3,899,206,0,42,0,3,0,254,12,0,6,0,0,0,19,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,5,0,0,3,36,1240,71,223,28,38,20,1630
315071,0,3,13,0,3,6,25,0,0,4,0,0,0,3,10,3,16,9,4,0,47,78,3,37,3,12,0,132,14,0,16,0,6,0,37,22,0,14,0,3,3,42,4,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,138,10,110,17,29,6,312
311002,0,8,7,21,4,6,48,3,3,0,0,0,0,10,3,10,12,3,0,0,25,20,7,19,0,0,0,52,52,5,42,7,0,4,110,106,0,56,0,8,0,166,125,0,47,0,10,0,185,30,0,10,0,0,0,43,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,0,0,0,22,342,43,203,34,21,8,664
322063,0,0,16,0,0,12,29,0,0,0,0,0,0,0,0,0,4,0,3,0,5,0,0,13,0,0,0,14,3,0,7,0,3,0,17,6,0,16,0,0,0,20,9,0,14,0,0,0,22,10,0,4,0,0,0,17,6,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,37,0,77,0,7,11,132
321079,0,10,27,4,0,17,62,3,22,3,15,0,0,46,12,56,15,14,6,0,108,27,41,44,22,16,3,144,41,6,36,9,8,3,105,179,8,65,4,16,0,264,407,4,132,0,16,0,564,516,0,82,0,5,0,605,108,0,29,0,0,0,141,14,0,5,0,0,0,12,3,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,6,16,13,11,3,4,0,53,1327,166,457,69,74,26,2121
322116,3,11,78,0,101,66,275,0,12,3,3,29,0,51,9,15,40,7,31,3,104,26,10,52,6,4,3,103,27,4,39,0,5,3,85,28,0,34,0,5,3,72,38,0,33,0,0,0,74,22,0,12,0,0,0,32,5,0,3,0,0,0,8,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,23,0,33,0,72,163,61,333,26,220,86,885
314005,4,14,12,0,31,8,65,0,9,3,5,13,0,34,12,51,4,0,33,0,98,9,31,16,0,8,0,60,19,11,10,0,3,0,35,58,13,32,0,7,0,112,123,0,42,0,9,0,172,100,0,28,0,4,0,131,7,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,3,0,3,4,27,337,131,147,7,115,19,749
322140,0,7,30,0,13,27,74,0,4,0,0,3,0,8,0,3,16,0,5,0,27,8,3,26,0,6,0,47,15,0,29,0,0,0,50,38,0,28,0,0,0,68,66,0,16,0,3,0,88,43,0,9,0,0,0,62,6,0,3,0,0,0,14,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,15,183,14,174,0,42,33,453
314020,0,7,9,0,7,6,30,8,0,0,0,7,0,13,11,28,6,0,5,0,50,50,16,11,4,7,0,86,69,5,19,3,3,0,96,154,3,21,0,3,0,188,242,4,34,0,4,0,282,175,5,31,0,0,0,211,39,0,3,0,0,0,42,11,0,4,0,0,0,15,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,11,3,3,0,0,3,25,771,67,153,6,33,14,1042
322131,4,0,23,0,14,28,70,0,0,4,0,0,0,8,4,0,21,0,12,0,37,41,3,25,0,6,0,84,122,0,25,0,4,4,153,132,0,37,0,9,0,177,112,0,34,0,3,3,154,37,0,25,0,3,0,63,11,0,11,0,0,0,21,5,0,3,0,0,0,11,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,0,9,0,28,471,12,221,3,69,45,811
312002,0,7,5,3,3,7,23,3,13,0,3,6,0,28,45,41,6,5,3,0,100,102,26,19,7,0,0,159,75,6,27,0,0,0,112,112,10,37,0,0,0,156,80,3,18,0,0,0,106,21,0,7,0,3,0,36,4,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,6,3,3,6,0,26,466,111,117,24,34,9,766
322110,0,0,23,0,10,27,64,0,0,0,0,0,0,0,0,0,8,0,4,0,6,0,0,19,0,0,0,20,3,0,23,0,0,0,22,18,3,30,0,5,0,63,74,0,59,0,6,3,147,202,0,82,0,6,0,295,103,0,30,0,4,0,135,41,0,9,0,0,0,45,16,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,3,0,20,0,3,0,28,468,3,301,4,41,34,852
321078,3,21,15,0,7,13,57,0,21,4,4,11,5,44,6,115,7,7,19,0,152,5,98,14,30,15,0,166,7,20,20,4,13,3,61,34,25,38,11,3,0,106,274,24,96,11,11,3,416,656,20,220,7,21,3,929,197,4,44,0,0,0,247,45,0,17,0,0,0,62,7,0,4,0,0,0,12,3,0,0,0,0,0,8,3,0,0,0,0,0,3,3,0,0,0,0,0,3,20,17,18,9,10,4,82,1260,366,497,77,108,33,2353
322025,0,0,15,0,4,12,35,0,0,3,0,0,0,3,0,0,9,0,0,0,12,0,0,7,0,0,0,13,0,0,11,0,3,0,14,4,0,25,0,0,0,28,29,0,19,0,3,0,46,64,0,25,0,0,0,89,19,0,11,0,0,0,31,9,0,3,0,0,0,17,3,0,0,0,0,0,4,6,0,0,0,0,0,6,3,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,6,0,9,0,11,146,0,132,0,22,15,315
