UCL_CODE11,R_0_74_LT_Real_estate_agent,R_0_74_LT_Ste_terr_hsg_auth,R_0_74_LT_Psn_not_Sme_hhd,R_0_74_LT_hs_coop_com_ch_g,R_0_74_LT_Other_Lld_type,R_0_74_LT_Lld_type_ns,R_0_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_hs_coop_com_ch_g,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_hs_coop_com_ch_g,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_hs_coop_com_ch_g,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_hs_coop_com_ch_g,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_hs_coop_com_ch_g,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_hs_coop_com_ch_g,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_hs_coop_com_ch_g,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_hs_coop_com_ch_g,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_hs_coop_com_ch_g,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_hs_coop_com_ch_g,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_hs_coop_com_ch_g,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_hs_coop_com_ch_g,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_over_LT_Psn_not_Sme_hhd,R_950_ovr_LT_hs_coop_com_ch_g,R_950_over_LT_Other_Lld_type,R_650_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_hs_coop_com_ch_g,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_Psn_not_Sme_hhd,Tot_LT_hs_coop_com_ch_g,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
115028,3,0,15,0,0,18,41,0,0,0,0,0,0,0,3,4,10,0,0,0,21,10,4,13,0,0,0,23,4,0,11,0,0,0,13,25,4,13,0,3,0,42,43,0,23,0,0,0,68,32,0,7,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,9,118,9,96,0,12,24,259
102001,0,7,9,0,0,10,26,0,4,0,0,0,0,4,3,85,0,0,0,0,90,23,71,6,14,3,3,118,19,30,3,8,0,0,63,21,26,11,8,12,0,76,53,19,16,7,14,0,110,158,36,54,4,6,0,260,57,5,23,0,0,0,79,10,0,3,0,0,0,12,5,0,0,0,0,0,5,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,11,3,0,0,34,357,296,140,37,34,12,883
122032,0,0,14,0,14,27,53,0,0,0,0,3,0,0,0,0,9,0,10,0,17,0,0,13,0,3,0,21,4,0,14,0,5,0,20,11,0,32,0,15,0,51,43,0,28,0,6,0,70,61,0,49,0,3,0,118,63,0,35,0,4,0,98,61,0,14,0,4,0,80,24,0,9,0,0,0,31,6,0,3,0,0,0,10,3,0,0,0,0,0,3,0,0,0,0,0,0,4,7,0,10,3,3,0,24,282,0,226,6,61,28,601
122048,0,0,18,0,11,20,47,0,0,4,0,6,0,13,3,0,14,0,3,0,24,6,3,26,3,3,0,49,8,0,24,0,0,0,33,6,0,9,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,11,27,11,110,10,33,17,200
114003,4,3,19,0,6,17,41,3,3,4,3,0,0,21,47,20,13,6,4,0,96,86,15,27,7,6,3,141,52,10,33,6,11,0,107,148,17,41,3,3,0,216,100,3,27,0,7,0,131,34,0,8,0,0,0,42,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,4,6,15,0,3,0,24,491,78,189,26,31,20,829
122108,0,0,17,0,16,8,40,0,0,5,0,3,0,7,3,0,13,0,0,0,16,5,0,15,0,0,0,19,7,0,3,0,0,0,12,6,0,9,0,0,0,17,6,0,8,0,0,0,11,3,0,8,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,8,35,0,75,0,27,8,148
122142,0,0,19,0,15,25,64,0,0,0,0,3,0,0,5,0,15,3,7,0,35,35,3,24,3,13,0,73,31,3,24,0,5,0,59,56,3,35,0,6,0,99,59,3,32,0,16,0,107,84,0,27,0,14,0,123,17,0,3,0,0,0,21,8,0,4,0,3,0,13,6,0,8,0,0,0,21,6,0,0,0,7,0,10,3,0,0,0,5,0,3,8,0,6,0,3,0,17,9,0,14,0,5,0,27,325,11,205,5,102,29,675
122089,0,3,3,0,4,10,19,0,7,3,4,0,0,11,3,59,9,6,3,4,83,23,41,21,12,9,0,105,33,11,41,4,8,0,90,104,17,47,4,5,0,181,161,25,58,0,6,0,247,137,0,28,0,3,0,166,14,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,3,3,4,0,33,484,171,223,30,39,15,959
115101,0,0,16,0,0,12,28,0,0,0,0,0,0,7,3,13,11,3,3,0,28,31,18,28,11,4,0,83,47,5,17,0,4,3,78,127,3,28,3,0,3,172,166,10,51,6,4,0,236,163,3,45,0,0,0,218,11,0,7,0,0,0,18,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,3,0,0,21,557,62,218,20,18,18,892
122140,0,3,16,0,3,13,33,0,14,0,3,0,0,17,3,41,13,16,3,4,82,26,32,22,3,0,0,88,44,7,26,3,3,0,84,90,14,35,3,3,0,149,196,12,47,3,0,0,267,108,0,16,3,0,0,129,9,0,0,0,0,0,11,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,5,0,3,0,27,479,146,183,41,17,21,886
122162,0,0,47,0,19,33,97,0,0,4,0,0,0,3,3,3,36,4,0,0,55,6,0,34,0,6,0,51,15,0,37,0,10,3,61,34,0,31,0,3,0,71,32,0,32,0,4,0,65,14,0,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,16,0,0,3,23,116,8,245,9,41,39,455
121111,0,0,8,0,4,12,18,0,0,0,0,0,0,7,0,0,3,0,0,0,8,3,0,10,3,8,0,32,8,0,9,0,0,0,15,33,0,24,0,0,0,55,39,0,25,0,0,0,61,38,0,9,0,3,0,50,9,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,15,136,0,102,6,19,12,278
115057,3,3,3,0,3,5,19,0,0,0,0,3,0,3,0,41,11,4,5,0,61,27,23,9,3,3,0,60,25,9,9,0,0,0,49,57,7,18,4,0,0,82,71,14,21,0,0,0,104,29,0,6,0,7,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,209,105,79,10,22,11,431
122130,0,0,25,0,8,12,47,0,0,0,0,0,0,0,3,3,14,0,0,0,25,3,7,20,6,3,0,39,3,0,15,0,3,0,21,5,0,7,0,3,0,18,16,0,16,0,0,0,25,10,0,11,0,0,0,21,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,10,35,12,115,5,19,17,209
122131,3,3,10,0,6,20,38,0,0,0,0,6,0,11,3,11,21,13,3,0,51,64,9,31,10,3,0,124,62,4,44,3,3,0,115,114,3,41,0,3,0,167,131,0,60,0,5,0,198,178,0,41,0,0,3,224,21,0,5,0,0,0,28,3,0,3,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,10,4,17,0,4,0,34,595,41,283,26,37,24,1007
121080,3,4,18,0,3,17,45,0,5,0,3,0,0,4,7,30,20,0,0,0,58,36,19,32,5,3,0,100,27,10,30,3,3,0,67,89,16,46,4,6,0,153,120,13,58,0,0,0,193,57,0,28,0,0,0,82,9,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,3,0,0,25,338,112,245,16,18,22,755
121117,0,0,26,0,5,23,56,0,0,0,0,6,0,10,20,39,19,5,4,3,83,54,10,37,18,9,5,129,59,12,36,0,3,3,113,99,10,52,0,4,0,162,131,7,41,0,4,4,191,31,0,14,0,0,0,49,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,6,9,0,9,3,3,0,29,394,87,252,31,42,34,836
112006,6,42,26,3,5,19,99,3,34,3,6,0,0,48,32,193,28,20,17,3,294,151,105,66,39,16,11,383,110,36,69,0,5,0,225,304,49,87,3,7,3,449,573,26,120,3,22,4,746,331,8,56,0,7,3,400,36,0,4,0,0,0,48,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,29,24,17,10,11,0,87,1579,513,475,92,87,40,2790
122138,0,0,69,5,35,53,163,0,0,10,0,0,0,17,17,3,31,10,10,0,68,21,7,41,0,3,0,82,32,4,43,0,4,0,87,61,4,37,0,3,0,107,66,0,46,0,0,0,113,38,0,14,0,4,0,55,11,0,3,0,0,0,16,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,24,0,12,0,42,262,21,320,19,69,57,743
114032,0,0,17,0,6,6,30,0,0,0,16,3,0,17,3,0,7,4,0,0,25,9,21,12,6,0,0,45,9,3,3,0,3,0,24,20,16,18,0,0,0,64,116,19,51,0,5,0,187,99,0,29,0,4,0,132,16,0,3,0,0,0,21,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,3,13,279,70,153,31,17,13,561
122135,0,0,55,0,27,43,134,0,0,0,0,3,0,7,0,0,17,0,5,0,23,12,0,21,0,5,0,37,4,0,26,0,6,0,38,19,0,35,0,5,0,58,25,0,43,0,3,0,64,27,0,38,0,6,0,68,19,0,26,0,3,0,57,18,0,6,0,0,0,27,4,0,5,0,0,0,7,0,0,3,0,0,0,7,0,0,0,0,0,0,3,0,0,6,0,0,0,6,3,0,16,4,18,0,37,134,0,291,9,81,55,568
114033,3,5,20,0,12,21,56,3,8,0,0,0,0,13,31,26,24,7,3,3,91,126,30,40,9,8,7,217,102,30,48,3,7,3,191,257,13,44,3,5,0,328,166,0,24,0,3,0,190,45,0,6,0,0,0,49,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,11,8,10,6,3,0,33,749,116,223,29,41,32,1190
122077,0,0,54,0,48,57,167,0,0,3,0,0,0,3,17,4,41,9,8,0,79,41,18,54,0,5,0,129,26,0,45,0,7,0,81,37,0,30,0,7,0,68,25,0,16,0,0,0,37,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,13,0,22,0,37,143,25,267,18,98,61,616
122098,0,0,25,0,12,28,71,0,0,0,0,3,0,3,0,0,8,0,3,0,12,7,0,17,0,5,0,26,19,0,29,0,0,0,41,20,0,18,0,4,0,40,21,0,14,0,8,0,47,33,0,25,0,3,0,57,24,0,11,0,4,0,38,4,0,3,0,0,0,8,0,0,0,0,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,3,0,4,0,0,0,6,7,0,14,0,8,0,33,140,0,171,0,42,35,392
122117,6,3,38,3,3,26,75,0,0,4,3,0,0,12,10,30,16,0,3,0,58,51,15,38,3,0,0,105,95,8,54,0,0,3,159,227,7,54,3,6,5,304,465,11,124,4,13,7,617,1011,5,150,0,5,8,1183,327,0,31,0,0,3,367,81,0,12,0,0,0,89,15,0,4,0,0,0,16,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,6,28,4,18,0,0,4,59,2319,84,532,21,41,56,3048
121052,0,0,14,0,3,11,22,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5,0,0,0,5,0,0,10,0,0,0,13,4,0,3,0,0,0,12,7,0,11,0,0,0,15,9,0,7,0,0,0,16,10,0,3,0,0,0,13,4,0,4,0,0,0,9,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,3,0,4,31,0,60,0,9,12,113
114027,0,0,11,0,0,4,15,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,10,0,0,0,10,8,0,10,0,0,0,15,19,0,19,0,0,0,36,94,0,32,0,3,0,132,124,0,19,0,0,0,149,32,0,8,0,3,0,42,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,18,294,0,117,0,6,6,427
102002,0,0,9,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,10,4,0,5,0,0,0,16,8,0,5,0,0,0,15,53,0,26,0,0,0,79,207,3,36,0,4,0,243,94,0,15,0,0,0,104,24,0,0,0,0,0,23,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,11,391,10,100,6,14,8,523
112001,10,14,24,13,3,18,88,0,17,3,5,0,0,21,47,120,34,7,5,9,221,186,56,64,3,7,4,321,158,33,72,0,3,3,274,482,29,104,5,9,6,632,776,28,143,22,13,7,985,441,3,62,17,3,3,532,55,0,8,0,0,0,67,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,20,17,11,0,5,87,2194,325,529,89,50,50,3239
122119,0,0,26,0,9,24,65,0,0,8,0,3,0,8,7,0,21,0,4,0,31,9,0,19,0,0,0,26,5,0,21,0,3,0,33,13,0,12,0,0,0,27,14,0,24,0,0,0,34,18,0,3,0,0,0,26,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,3,0,16,72,3,151,3,29,24,280
115112,0,0,15,0,15,19,51,0,7,3,4,0,0,14,18,12,7,4,4,0,49,23,8,13,0,0,0,48,30,0,14,0,0,0,49,75,0,17,0,0,0,95,55,0,10,0,3,0,64,13,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,8,0,24,231,29,95,7,41,20,416
122150,0,9,47,6,59,39,159,3,5,5,6,6,0,30,18,23,53,7,7,0,116,44,42,61,33,12,3,197,22,11,25,3,6,0,66,24,5,36,0,9,0,73,7,0,8,0,0,0,20,5,0,0,0,3,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,8,3,40,128,99,263,59,110,41,700
114006,0,9,15,10,3,15,49,3,3,4,4,0,0,24,48,81,21,12,3,3,170,156,40,87,0,10,3,303,102,20,43,0,3,0,169,169,9,32,3,4,0,218,48,0,14,0,3,0,73,14,0,3,0,0,0,20,3,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,3,7,7,3,4,0,32,547,179,239,39,35,26,1066
122164,0,3,30,0,19,30,84,0,0,3,0,0,0,4,6,14,31,0,5,3,53,53,7,41,0,4,3,104,15,3,22,0,8,0,49,22,0,17,0,3,0,44,7,0,14,0,0,0,27,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,11,0,25,113,22,175,6,51,34,401
121037,0,9,45,0,33,30,123,0,14,15,0,7,0,34,56,54,40,7,13,3,171,113,31,70,3,13,3,234,93,19,42,0,3,3,159,98,4,45,0,3,0,149,39,4,17,0,3,0,63,8,0,4,0,0,0,17,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,4,5,12,6,27,5,53,414,135,294,20,97,40,1002
115071,0,0,23,22,5,16,71,0,0,3,4,0,0,8,19,6,30,9,5,0,66,35,0,15,0,3,0,57,23,3,14,0,3,0,45,11,0,3,0,0,0,18,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,15,88,14,108,34,22,21,287
113017,0,12,18,6,6,18,56,0,9,3,0,0,0,14,54,84,30,4,6,0,184,119,42,60,7,15,3,250,81,10,71,5,3,0,176,142,13,70,3,5,5,244,166,3,60,0,5,0,240,22,0,22,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,15,13,7,7,0,50,595,197,353,34,50,30,1250
122148,0,4,30,3,13,16,66,3,4,4,10,3,0,19,14,8,30,17,7,0,71,3,3,31,4,0,0,45,3,0,15,0,0,3,22,6,0,14,0,3,0,17,0,0,3,0,3,0,3,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,16,33,18,135,35,29,20,273
122155,0,0,55,8,31,39,136,0,0,7,0,8,0,15,10,7,31,0,11,0,66,35,10,39,0,7,0,94,15,0,23,0,5,0,42,42,3,20,0,16,0,75,15,0,7,0,9,0,27,5,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,7,3,23,122,28,181,15,98,44,492
122092,4,26,23,0,7,13,78,0,7,3,0,0,0,15,13,141,24,5,7,3,187,87,63,55,9,6,3,225,93,29,42,3,7,0,174,231,33,67,3,8,3,345,251,19,33,0,3,0,316,77,3,11,0,0,0,92,17,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,25,14,7,0,3,56,789,349,279,23,33,29,1504
115149,0,10,17,0,11,16,52,0,3,0,0,0,0,3,3,21,22,0,0,0,50,38,10,27,0,4,0,77,21,10,16,0,4,0,43,29,7,30,0,4,0,73,35,6,16,0,0,3,61,36,0,10,0,0,0,39,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,3,0,19,165,68,147,3,26,21,431
122122,4,0,22,0,3,18,47,0,3,0,0,0,0,9,9,17,12,3,0,0,40,33,64,27,10,3,3,140,47,30,31,3,6,0,119,110,32,51,3,4,0,196,325,34,62,0,5,3,433,320,15,39,3,3,0,380,49,0,9,0,0,0,64,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,11,0,7,5,42,924,202,263,26,34,29,1479
121100,0,0,12,0,19,17,53,3,3,3,0,0,0,6,25,0,9,0,3,0,38,53,12,17,6,0,0,83,39,0,23,0,0,0,59,44,0,3,0,0,0,54,34,0,4,0,0,0,42,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,13,201,23,67,8,34,17,350
121032,3,0,70,0,28,47,148,0,5,3,0,0,0,7,14,5,17,0,0,0,47,50,4,39,0,5,3,103,25,4,32,0,5,0,70,72,0,23,0,5,0,98,91,3,30,0,3,0,126,34,3,8,0,0,0,49,6,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17,0,11,5,33,303,25,249,4,60,55,703
122088,3,0,30,0,15,29,76,0,3,0,0,0,0,9,20,20,9,0,4,0,50,41,7,23,0,8,0,78,55,4,34,0,0,0,89,89,8,33,0,3,0,128,72,0,19,0,0,0,96,29,0,12,0,0,0,39,3,0,0,0,0,0,6,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,14,0,4,0,25,332,41,172,0,35,26,608
121017,4,9,16,0,3,10,42,0,11,3,0,0,0,19,9,64,9,3,0,0,91,42,74,19,10,3,0,149,57,38,30,5,3,0,133,196,30,43,4,0,6,278,439,19,70,0,5,0,539,603,15,52,3,6,0,677,75,3,8,0,0,0,87,12,3,3,0,0,0,23,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,20,19,10,0,3,3,60,1462,284,265,29,30,21,2094
122132,0,4,58,11,25,36,132,0,0,4,8,0,0,16,4,0,31,3,10,0,49,28,0,43,0,7,0,78,27,0,34,0,3,0,68,59,0,37,0,6,0,106,60,0,27,0,4,0,92,30,0,13,0,4,0,52,8,0,7,0,0,0,13,4,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,26,3,13,0,49,232,5,290,20,76,44,664
115088,0,14,26,5,3,21,62,0,22,3,12,3,0,42,27,130,34,25,14,5,234,109,50,97,16,17,3,299,115,36,91,3,8,0,254,318,29,146,4,9,3,517,433,22,145,18,19,6,640,160,3,27,4,4,0,198,9,0,6,3,0,0,21,0,0,5,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,8,19,17,7,3,6,54,1195,318,599,95,90,55,2346
122165,0,0,70,22,14,38,140,0,0,8,0,0,0,11,5,0,48,4,8,0,61,21,0,56,0,5,0,87,19,0,49,4,8,0,83,87,0,64,0,9,3,161,97,0,69,0,6,0,167,52,0,18,0,0,3,80,5,0,0,0,0,0,3,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,18,0,6,3,40,304,3,408,33,59,42,851
122167,3,3,24,4,9,24,66,0,0,3,0,11,0,10,12,4,26,17,17,3,78,50,28,53,39,19,3,182,77,9,49,8,9,0,150,175,4,72,8,14,0,280,393,4,105,5,12,0,529,251,0,40,0,3,0,300,53,0,6,0,3,0,60,12,0,3,0,0,0,16,12,0,0,0,0,0,7,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,16,3,3,3,48,1048,68,401,81,103,39,1740
115015,0,0,29,0,7,14,47,0,0,3,0,0,0,6,0,15,7,3,0,0,29,12,4,18,3,3,0,41,0,0,23,4,0,0,28,21,0,37,3,0,0,65,70,5,52,3,7,3,137,83,0,59,0,0,0,148,17,0,9,0,0,0,27,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,11,210,31,245,22,18,13,538
112004,0,19,9,0,4,7,43,0,11,0,0,0,0,8,4,156,10,5,3,0,188,28,46,20,10,3,3,108,31,20,42,8,0,0,94,146,15,39,7,3,0,213,272,13,71,9,6,3,364,338,6,52,0,3,0,406,91,0,19,0,3,0,115,20,0,0,0,0,0,18,4,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,8,6,5,0,40,939,298,274,46,38,23,1605
