UCL_CODE11,UCL_NAME11,fraction_with_internet,score_internet
121063,Lawrence (L),0.6974367293964958,0.7643472539971968
121064,Lockhart (L),0.728656273199703,0.7985619312162692
121065,Long Beach (L),0.6906110283159463,0.7568667103756439
121066,Louth Park (L),0.7462090981644054,0.8177987350669542
121067,Maianbar (L),0.36363636363636365,0.39852282548911766
121068,Marulan (L),0.6896825396825397,0.7558491446131895
121069,Mathoura (L),0.6478823941197059,0.7100387862954081
121070,Medlow Bath (L),0.7787730268717256,0.8534867744799897
121071,Menangle (L),0.8692025358692025,0.952591888921477
121072,Merriwa (L),0.6719319562575942,0.7363956097965682
121073,Millfield (L),0.7391455366446683,0.8100575112060842
121074,Millthorpe (L),0.7105633802816902,0.7787332464971333
121075,Minmi (L),0.8728832693610296,0.9566257437768241
121076,Moama - West (L),0.7322314049586777,0.802480053143996
121077,Modanville (L),0.7652217911958171,0.8386354634713018
121078,Moonee Beach (L),0.8443311337732453,0.9253343799692957
121079,Moonee Beach West (L),0.8443311337732453,0.9253343799692957
121080,Moruya Heads (L),0.7322878745449454,0.8025419402964483
121081,Mount Vernon (L),0.7603833865814696,0.8333328731074361
121082,Mount Victoria (L),0.7999219968798752,0.8766647295105288
121083,Mulgoa (L),0.8394337016574586,0.9199670991371284
121084,Murrurundi (L),0.6719319562575942,0.7363956097965682
121085,Nabiac (L),0.7522192203782323,0.8243854550039745
121086,New Berrima (L),0.77495462794918335,0.8493020468794853
121087,Nords Wharf (L),0.7420327304048234,0.813221695897421
121088,North Rothbury (L),0.7990679824561403,0.8757287828473517
121089,Nowra Hill (L),0.7154647544310648,0.7841048475528005
121090,Nunderi (L),0.7425431711145997,0.813781107150659
121091,Oakdale (L),0.8259471050750536,0.9051866285524356
121092,Old Erowal Bay (L),0.7252957550452331,0.7948790124436954
121093,Pambula (L),0.7647932131495228,0.8381657686029342
121094,Pambula Beach (L),0.7647932131495228,0.8381657686029342
121095,Paxton (L),0.7391455366446683,0.8100575112060842
121096,Peak Hill (L),0.6097383720930233,0.6682353118530281
121097,Pitt Town (L),0.8158897683963647,0.8941644134196979
121098,Repton (L),0.7321598477640342,0.8024016309116642
121099,Richmond Hill (L),0.7652217911958171,0.8386354634713018
121100,Rylstone (L),0.6046065259117083,0.6626111277926068
121101,Safety Beach (L),0.7319548152402834,0.8021769280247877
121102,Salt Ash (L),0.7948985992055195,0.8711593982649947
121103,Scotts Head (L),0.6857142857142857,0.7515001852080504
121104,Smithtown - Gladstone (L),0.6772527756261296,0.7422268967103997
121105,Stroud (L),0.6890275611024441,0.7551313288486596
121106,Stuarts Point (L),0.6772527756261296,0.7422268967103997
121107,Tallwoods Village (L),0.7910652920962199,0.8669583322195392
121108,The Rock (L),0.728656273199703,0.7985619312162692
121109,Tingha (L),0.5961347869177404,0.6533266290507301
121110,Tinonee (L),0.6810040065991044,0.7463380124180332
121111,Tomakin (L),0.7514005602240896,0.8234882544201777
121112,Townsend (L),0.702323206535614,0.7697025288566626
121113,Trangie (L),0.6297591297591297,0.6901768163652346
121114,Uranquinty (L),0.728656273199703,0.7985619312162692
121115,Walla Walla (L),0.7442401675587619,0.8156409096495333
121116,Wallabi Point (L),0.7910652920962199,0.8669583322195392
121117,Wallaga Lake (L),0.7130972189208462,0.7815101759651106
121118,Wallalong (L),0.865874363327674,0.9489444189278224
121119,Wardell (L),0.7905053598774885,0.8663446813523383
121120,Waterview Heights (L),0.6974367293964958,0.7643472539971968
121121,Wilcannia (L),0.512621359223301,0.5618011093302901
121122,Wilton (L),0.8692025358692025,0.952591888921477
121123,Wongarbon (L),0.7463731865932967,0.8179785657738118
121124,Woodburn (L),0.6574037316395395,0.720473579705217
121125,Woombah (L),0.702323206535614,0.7697025288566626
121126,Wooroowoolgan (L),0.6398382204246714,0.7012228725138145
121127,Wyalong (L),0.6313853698406212,0.6919590742937837
121128,Yanco (L),0.6757322175732218,0.7405604597085957
121129,Yanderra (L),0.7871362940275651,0.8626523948374698
121130,Yerrinbool (L),0.8157510938259601,0.8940124347202398
122001,Adaminaby (L),0.7020669992872416,0.7694217416561991
122002,Agnes Banks (L),0.7575699866692058,0.830249561881204
122003,Ardlethan (L),0.6661780872114328,0.730089727384699
122004,Ariah Park (L),0.6661780872114328,0.730089727384699
122005,Ashford (L),0.5961347869177404,0.6533266290507301
122006,Ashley (L),0.6098741529525653,0.6683841192254562
122007,Attunga (L),0.7009892712832659,0.768240618830753
122008,Awaba (L),0.7775451950523311,0.8521411472137908
122009,Balmoral (L),0.8157510938259601,0.8940124347202398
122010,Barellan (L),0.6258038585209004,0.6858420852242884
122011,Barmedman (L),0.6313853698406212,0.6919590742937837
122012,Beelbangera (L),0.6795326517838515,0.7447254991027862
122013,Bemboka (L),0.7394843962008141,0.810428880192422
122014,Berrima (L),0.77495462794918335,0.8493020468794853
122015,Bilbul (L),0.6795326517838515,0.7447254991027862
122016,Binalong (L),0.8246674727932285,0.9037842312029505
122017,Binnaway (L),0.6183274021352313,0.6776483542847651
122018,Bodalla (L),0.7381121362668559,0.8089249687004091
122019,Bonalbo (L),0.6590236686390533,0.7222489298481587
122020,Bonny Hills - West (L),0.7265732344050564,0.7962790503246426
122021,Bonville (L),0.7779207411219763,0.8525527223359256
122022,Bonville - East (L),0.7779207411219763,0.8525527223359256
122023,Boomerang Beach - Blueys Beach (L),0.7522192203782323,0.8243854550039745
122024,Bowning (L),0.8246674727932285,0.9037842312029505
122025,Broadwater (L),0.6574037316395395,0.720473579705217
122026,Broke (L),0.7121212121212122,0.780440533249522
122027,Brooms Head (L),0.702323206535614,0.7697025288566626
122028,Bundarra (L),0.5961347869177404,0.6533266290507301
122029,Burrawang (L),0.8125,0.8904494382022472
122030,Candelo (L),0.7394843962008141,0.810428880192422
122031,Caniaba (L),0.7652217911958171,0.8386354634713018
122032,Captains Flat (L),0.8359402155022593,0.9161384557103412
122033,Carcoar (L),0.7105633802816902,0.7787332464971333
122034,Cargo (L),0.75,0.8219533275713051
122035,Clarenza (L),0.6974367293964958,0.7643472539971968
122036,Cobargo (L),0.7394843962008141,0.810428880192422
122037,Collarenebri (L),0.5240145743623716,0.5742873641240166
122038,Conjola Park (L),0.7477436823104693,0.8194805437940147
122039,Coomba Park (L),0.7522192203782323,0.8243854550039745
122040,Coopernook (L),0.7025436598329536,0.769944131951759
122041,Coramba (L),0.7855072463768116,0.8608670599877244
122042,Couridjah (L),0.7982334603394527,0.8748141985396941
122043,Cudal (L),0.75,0.8219533275713051
122044,Cumnock (L),0.75,0.8219533275713051
122045,Currarong (L),0.7468099395567495,0.8184572198426606
122046,Dangar Island (L),0.9044455799693408,0.9912160720839448
122047,Deepwater (L),0.6311431623931624,0.6916936300039153
122048,Delegate (L),0.62890625,0.6892421132238548
122049,Delungra (L),0.5970328789093825,0.6543108819853907
122050,Dunoon (L),0.7652217911958171,0.8386354634713018
122051,Elizabeth Beach (L),0.7522192203782323,0.8243854550039745
122052,Emmaville (L),0.6311431623931624,0.6916936300039153
122053,Euston (L),0.6098535286284953,0.6683615162497252
122054,Ewingsdale (L),0.8124428179322964,0.8903867702144788
122055,Fairy Hill (L),0.6398382204246714,0.7012228725138145
122056,Falls Creek (L) (NSW),0.8157467532467533,0.8940076777155429
122057,Fishermans Paradise (L),0.7477436823104693,0.8194805437940147
122059,Geurie (L),0.6071973162549558,0.6654504727841694
122060,Gilgai (L),0.5961347869177404,0.6533266290507301
122061,Glenreagh (L),0.6974367293964958,0.7643472539971968
122062,Goodooga (L),0.5240145743623716,0.5742873641240166
122063,Goolgowi (L),0.6795326517838515,0.7447254991027862
122064,Gresford - East Gresford (L),0.7319942611190817,0.8022201582532373
122065,Gulargambone (L),0.5247410817031071,0.5750835709589799
122066,Gundaroo (L),0.8246674727932285,0.9037842312029505
122067,Gunning (L),0.8246674727932285,0.9037842312029505
122068,Hallidays Point - West (L),0.7910652920962199,0.8669583322195392
122069,Hat Head (L),0.6772527756261296,0.7422268967103997
122070,Hinton (L),0.865874363327674,0.9489444189278224
122071,Hyland Park (L),0.6443640747438216,0.7061829272041191
122072,Ivanhoe (L),0.512621359223301,0.5618011093302901
122073,Kangaroo Valley (L),0.7506589351607802,0.8226754795020478
122074,Khancoban (L),0.6717724288840262,0.736220777722511
122075,Kioloa (L),0.7477436823104693,0.8194805437940147
122076,Kitchener (L),0.7391455366446683,0.8100575112060842
122077,Koorawatha (L),0.6509704104358893,0.7134230600109833
122078,Kurmond (L),0.837890625,0.9182759831460674
122079,Lake Conjola (L),0.7477436823104693,0.8194805437940147
122080,Lakewood Estate (L),0.6681391496410822,0.7322389297708662
122081,Lansdowne (L),0.7025436598329536,0.769944131951759
122082,Lennox Head - West (L),0.8488063660477454,0.9302389560488687
122083,Leppington (L),0.8215995743926228,0.9004220054709124
122084,Linden (L),0.8588533271931844,0.9412498002428331
122085,Lochinvar (L),0.7740565465356146,0.848317805537735
122086,Lord Howe Island (L),0.82,0.8986689714779602
122087,Luddenham (L),0.8394337016574586,0.9199670991371284
122088,Lyndhurst (L),0.7105633802816902,0.7787332464971333
122089,Maloneys Beach (L),0.6906110283159463,0.7568667103756439
122090,Manildra (L),0.75,0.8219533275713051
122091,Manning Point (L),0.7910652920962199,0.8669583322195392
122092,Marrangaroo (L),0.6591718193741802,0.7224112938344517
122093,Menangle Park (L),0.8053932584269663,0.8826608916900547
122094,Mendooran (L),0.6183274021352313,0.6776483542847651
122095,Menindee (L),0.512621359223301,0.5618011093302901
122096,Mogo (L),0.7381121362668559,0.8089249687004091
122097,Moonbi (L),0.7009892712832659,0.768240618830753
122098,Mooney Mooney (L),0.7258241758241758,0.7954581287338418
122099,Moulamein (L),0.6478823941197059,0.7100387862954081
122100,Mulbring (L),0.7391455366446683,0.8100575112060842
122101,Mungindi (NSW Part) (L),0.6098741529525653,0.6683841192254562
122102,Mylestom (L),0.7321598477640342,0.8024016309116642
122103,Nana Glen (L),0.7855072463768116,0.8608670599877244
122104,Neath (L),0.712411400995325,0.7807585621971237
122105,Nelligen (L),0.7381121362668559,0.8089249687004091
122106,Nemingha (L),0.7067299819878827,0.7745320805191317
122107,Nimbin (L),0.7652217911958171,0.8386354634713018
122108,Nimmitabel (L),0.7020669992872416,0.7694217416561991
122109,North Arm Cove (L),0.7514619883040936,0.8235555757731985
122110,North Shore (L),0.7115384615384616,0.7798018748753408
122111,Nundle (L),0.7009892712832659,0.768240618830753
122112,Oaklands (L),0.6762865090403338,0.7411679286630453
122113,Orchard Hills (L),0.8394337016574586,0.9199670991371284
122114,Otford (L),0.8808271994391869,0.965331796792471
122115,Pallamallawa (L),0.6098741529525653,0.6683841192254562
122116,Paterson (L),0.7319942611190817,0.8022201582532373
122117,Patonga (L),0.7346491228070176,0.8051297214514246
122118,Perisher Village (L),0.6681391496410822,0.7322389297708662
