InputID,TargetID,Distance
122013,14487,0.429049074322
122014,31278,0.474670221636
122015,31307,3.7703035629
122016,31283,1.8523756834
122017,31251,2.54250186004
122018,26308,0.155660008365
122019,25879,0.958613106038
122020,26262,0.1700014563
122021,25752,0.0795850475857
122022,25752,0.0528872285611
122023,31225,0.0980044649263
122024,31283,1.65496051863
122025,25878,0.199972273416
122026,31241,0.550155246937
122027,26019,0.166180216172
122028,31222,1.98291876162
122029,31278,0.306210116549
122030,14761,0.267280434556
122031,25879,0.362682514179
122032,31283,0.73601934629
122033,31278,1.8946610159
122034,31252,2.2586411174
122035,26018,0.336998047285
122036,7767,0.177849800905
122037,33298,4.5194071953
122038,25575,0.0764416028131
122039,31224,0.131053893237
122040,25908,0.256664185517
122041,26087,0.138483123989
122042,31278,0.373428734923
122043,31252,2.33495133443
122044,31252,2.37726535907
122045,31279,0.0597133828926
122046,25390,0.00211209556074
122046,25386,0.00211209556074
122047,26018,1.4903698103
122048,31288,0.908949492558
122049,31222,2.3589199651
122050,26358,0.303158930123
122051,31225,0.12458245749
122052,26228,1.73078334863
122053,30555,3.52673260777
122054,31221,0.074976787795
122055,25879,0.57419407509
122056,31280,0.096870154522
122057,25575,0.0802673988105
122058,25504,0.23497058631
122059,31252,2.47910595544
122060,31222,2.01369768396
122061,26228,0.223380073419
122062,33298,5.6274796887
122063,31307,3.93999816719
122064,33298,0.419747964504
122065,31252,3.3532115568
122066,31283,1.13467762502
122067,31283,1.29400460446
122068,25938,0.0410062392087
122069,33119,0.0120433865889
122070,33298,0.108806937427
122071,33098,0.0404632481388
122072,31307,4.98086168447
122073,31280,0.325577223179
122074,31289,1.77202022048
122075,25620,0.0131428855561
122076,31241,0.25577161783
122077,31278,2.30243191531
122078,31252,0.387585497301
122079,25575,0.0286172814286
122080,14761,1.37048740138
122081,25908,0.288678373745
122082,26281,0.0728627790758
122082,26285,0.0728627790758
122083,33283,0.201089698168
122083,33290,0.201089698168
122084,31275,0.566947532301
122085,33298,0.262290944097
122086,6044,0.0237952381602
122087,33283,0.34098384098
122087,33290,0.34098384098
122088,31278,1.9586991034
122089,26257,0.0341358601868
122090,31252,2.38839887293
122091,25908,0.204686463758
122092,31252,0.955541741584
122093,33283,0.297959591628
122093,33290,0.297959591628
122094,31252,2.54098093692
122095,30571,4.41143620158
122096,25835,0.0819111667357
122097,31224,1.81235965162
122098,25379,0.0139012814002
122099,31307,2.88696598981
122100,31241,0.14162833682
122101,31202,4.13967797873
122102,31222,0.0374808710894
122103,26087,0.17264270421
122104,31241,0.243934189504
122105,31283,0.0640776765814
122106,31228,1.81795470056
122107,26358,0.406741710166
122108,14487,0.736989685163
122109,26133,0.02195260932
122110,26342,0.0257466966222
122111,31228,1.45795610952
122112,31307,2.59360773511
122113,31275,0.309568954918
122114,33284,0.189219554704
122115,31222,3.07019133088
122116,33298,0.232326169971
122117,31243,0.0234078303814
122118,14761,1.60670588777
122119,31252,1.51771721459
122120,31278,0.417161719616
122121,25631,0.042632662065
122122,31252,1.71681511333
122123,25908,0.0980282843605
122124,25908,0.0183984247253
122125,25760,0.0346651805889
122126,26342,0.0512532752132
122127,31289,2.8741157785
122128,33298,0.165623498101
122129,31241,0.0856080503107
122130,25596,0.0234734307266
122131,14810,0.0983386798127
122131,14814,0.0983386798127
122132,31252,1.9166551425
122133,33284,0.205935634764
122134,31283,2.59255567548
122135,31283,1.06655433355
122136,31283,1.87967325223
122137,31280,0.231960997312
122138,31278,0.996430466137
122139,31283,2.4715334399
122140,14636,0.145927879585
122141,26342,0.166587318217
122142,31289,1.54143186475
122143,25879,0.0953797110401
122144,33301,0.0432539587887
122145,31280,0.0981665902041
122146,31202,2.64305546807
122147,31252,3.90890108426
122148,31252,3.40584894114
122149,26018,0.219711011801
122150,31252,3.59605820714
122151,31220,0.132006829147
122152,31220,0.397730504567
122153,31220,0.319206907276
122154,26018,0.305399487035
122155,31283,3.80742936255
122156,31307,2.84953598748
122157,31203,0.93846808226
122158,33298,1.55235328451
122159,33284,0.114818403993
122160,31307,3.55438199452
122161,31280,0.616083856174
122162,14761,0.134485016263
122163,31203,0.838649400893
122164,31278,2.10758109056
122165,25662,0.0597255818195
122166,31280,0.0285294983696
122167,33080,0.120251957217
122167,33076,0.120251957217
122168,31275,0.432858888701
122169,31252,2.52295099946
201001,31307,0.168479198166
203001,31308,0.0355535161885
211001,31289,2.0445724476
211002,31308,0.738495316075
211003,31307,1.26482857239
212001,31307,0.403395042274
212002,30556,3.28668793166
212003,31300,0.161513564458
212004,31307,1.52303746309
212005,31307,0.337208957905
212006,14336,0.479068212692
212007,31315,0.10610512921
213001,31308,0.442432611277
213002,31289,0.213494904471
213003,31312,0.466651775495
213004,31310,0.102466379031
213005,31307,1.71276206389
213006,31316,1.58451950022
213007,31308,0.0917790774211
213008,31291,0.516060146019
213009,14481,0.482010640054
213010,31310,0.107030042152
213011,31763,0.534494985027
213012,31308,0.227030698394
213013,31307,2.02626387647
213014,31299,0.438531874552
214001,31315,1.20625067537
214002,31307,1.67030116522
214003,31308,1.04639987966
214004,31307,2.05445746282
214005,31307,2.34697467211
214006,31300,0.373334213497
214007,31307,0.490898203641
214008,31316,0.593872427909
214009,31300,0.572709099434
214010,31307,0.548028031071
214011,31307,1.52875489272
214012,31289,0.220374966503
214013,31308,0.132563083094
214014,31308,1.22873554021
214015,31317,0.0492247097349
214016,31307,0.845421150113
214017,31315,1.35710331973
214018,31307,2.85573950685
214019,31307,0.443478144119
214020,31297,0.187857257149
214021,31307,2.11497977419
215001,31312,0.0572989351281
215002,31307,1.01483651126
215003,31312,0.159764678392
215004,31313,0.153079207817
215005,31308,0.524313030546
215006,31752,0.105891602164
215007,31308,0.192426961531
215008,31289,1.95567760284
215009,31307,2.34416050845
215010,31300,0.246818084659
215011,31289,1.93352390904
215012,14074,0.0790472972734
215013,31289,1.48138945693
215014,31307,0.638331225825
215015,31300,0.272234238539
215016,33168,0.412434295733
215017,14175,0.0209655161041
215018,30549,0.639756342308
215018,31319,0.639756342308
215019,14105,0.403731361617
215020,33168,0.309441462876
215021,31307,2.15133868313
215022,31289,1.76194433971
215023,14082,0.0385828252201
215024,31308,0.832226275425
215025,31308,0.788357398523
215026,31307,0.300365095607
215027,31316,1.82193814634
215028,31315,2.07369406508
215029,31307,1.26433872939
215030,31291,0.0398458735848
215031,31300,0.237402217579
215032,31307,0.93915272652
215033,31746,0.636952117574
215034,31316,0.160666574381
215035,31297,0.0539995991189
215036,31307,2.3263508069
215037,31300,0.035585446643
215038,31315,0.0544624587217
215039,31297,0.238415639582
215040,31307,0.755982241136
215041,31307,0.595857449521
215042,31300,0.0860778289374
215043,31297,0.26591857074
215044,31300,0.305851476003
215045,31312,0.0867386441801
215046,31307,0.545367907411
215047,31764,0.657835964083
215048,31308,1.1510045412
215049,31300,1.32168871404
215050,30556,3.22080695122
215051,31300,0.508084574801
215052,31291,0.298812988616
215053,31315,0.519508102642
215054,31289,1.37320312807
215055,31289,1.74681359587
215056,31307,1.07591290625
215057,31307,1.80463480462
215058,30555,1.84313203182
215059,31307,1.82521364831
215060,31289,0.720593018834
215061,30555,2.90072023513
215062,31289,0.0835533145341
215063,33152,0.00452166080907
215064,31315,0.141978776197
215065,31309,0.0377169166754
215066,30556,3.26708263281
215067,31307,0.460418081826
215068,30555,3.54620681392
215069,31307,1.49827855091
215070,31307,0.522170773716
215071,31746,0.462645394796
215072,31289,2.31725018531
215073,31298,0.0120485394032
215074,31300,0.459374309398
215075,31308,1.85225705158
215076,27955,0.0577750549458
215077,31763,0.677369326231
215078,31307,1.43034875043
215079,33168,0.401081622895
215080,31307,1.58949822847
215081,31291,0.486568766067
215082,31307,0.490164178139
215083,31300,0.523475988359
215084,31315,2.09888426801
215085,31307,0.378084465657
215086,31312,0.239073630589
215087,31307,0.362005012173
215088,31307,0.625969759744
215089,31300,0.460186163951
215090,31291,0.55555614056
215091,31307,0.484495421786
215092,31300,0.472864929098
215093,31291,0.507645059921
215094,14337,0.0964211019756
215095,31307,0.796502015951
221001,31315,0.230454683823
221002,31307,0.986477416138
221003,31308,1.35133510146
221004,31289,2.15978897601
221005,31308,0.0844463588817
221006,31308,1.18926534911
221007,31315,2.43041924345
221008,31291,0.314601352049
221009,31308,2.0893160858
221010,31289,0.722621322604
221011,31289,0.25782621969
221012,31315,0.133362658117
221013,30556,3.21965038377
221014,31301,0.0576746890065
221015,31297,0.151823431473
221016,31308,0.877707519756
221017,31308,1.19709975018
221018,31308,2.09871134636
221019,31289,2.16099498377
221020,31308,1.0087121206
221021,31316,0.654386907298
221022,14076,0.0487773769557
221023,14076,0.0719377627686
221024,31308,1.3969074669
221025,31289,0.118842797876
221026,31300,0.549478013503
221027,30549,1.07111150984
221027,31319,1.07111150984
221028,31300,1.08656249577
221029,31307,1.38421685878
221030,31303,0.0842386321841
221031,31300,0.287729438616
221032,14336,0.535817574914
221033,31299,0.0345095380025
221034,31308,0.545033320305
221035,31316,2.60076735466
221036,31308,0.433352087331
221037,31309,0.0201115504785
221038,31308,1.6075095126
221039,31308,0.306077621274
221040,30555,1.42757378299
221041,31307,0.523022194652
221042,31307,0.49827602205
221043,31307,2.71207153497
221044,31289,0.308482158056
221045,31308,0.266530823077
221046,31289,0.228653284834
221047,31287,0.0319788344392
221048,31307,0.852202438891
221049,31300,0.230111199686
221050,31289,0.098480642703
221051,31308,0.235318881476
221052,31307,1.26110036186
221053,31315,1.73056465896
221054,31300,0.513575737374
221055,31289,0.095024159891
221056,31308,1.03721095208
221057,31299,0.129672093092
221058,31300,0.185913191064
221059,31289,1.53153663167
221060,30555,2.26713689595
221061,31289,0.0590493288803
221062,14088,0.0115025128944
221063,31307,0.290069167468
221064,31307,1.25981973983
221065,31315,2.88365780692
221066,31300,0.457282513312
221067,14079,0.0404556796768
221067,14085,0.0404556796768
221068,31289,1.84356075577
221069,31308,0.323595918885
221070,33168,0.150802733913
221071,14074,0.109241312224
221072,31308,0.718880177053
221073,14082,0.0232173662027
221074,31297,0.0265206459492
221075,31307,1.43849477491
221076,31308,1.8436565351
221077,31309,0.148423312746
221078,31763,0.522890039109
221079,31308,2.32566770469
221080,31289,1.89285982221
221081,31291,0.386405534706
222001,31307,1.46347541834
222002,31305,0.0391468410006
222003,31307,1.13313630199
222004,31291,0.852631930754
222005,31312,0.484912039978
222006,31289,1.99278068095
222007,31289,1.96214183645
222008,31315,2.41134159123
222009,31312,0.286466858
222010,31308,0.63527582741
222011,31308,1.55917609722
222012,31307,0.237929385628
222013,31300,0.472379656529
222014,31307,2.1942742961
222015,31300,0.840098927028
222016,14702,0.0268487554282
222017,31301,0.128616914115
222018,31308,0.58622203057
222019,31298,0.174849132435
222020,31299,0.4912436639
222021,30549,0.339614896369
222021,31319,0.339614896369
222022,33168,0.713009956457
222023,31289,1.0804108686
222024,31300,0.483996899427
222025,31307,1.68980066063
222026,31315,0.702069105762
222027,31289,2.07668719687
222028,31308,0.672269755516
222029,31289,1.2040301833
222030,31307,1.89336552322
222031,31307,1.92442253263
222032,31289,0.463349071221
222033,31307,1.29225472592
222034,31308,0.582128631624
222035,30549,1.4289549463
222035,31319,1.4289549463
222036,31308,0.975802423632
222037,31307,1.96730612222
222038,31315,1.21943908027
222039,31307,1.07186947342
222040,31289,1.28361158836
222041,31307,0.58239494536
222042,31316,2.122981559
222043,31307,1.9178180062
222044,31307,1.73384580108
222045,31307,1.44940510639
222046,31289,1.87668980572
222047,31298,0.0985826890542
222048,31308,0.929989529254
222049,31307,2.03102188959
222050,31289,0.372453075984
222051,31308,0.899037687766
222052,33148,0.750512023804
222053,31308,0.198424765051
222054,31307,1.61844879303
222055,31316,0.337010767432
222056,31315,3.34139016273
222057,31313,0.127692251561
222058,31289,0.77232868812
222059,31307,1.3594185987
222060,31300,0.766277961956
222061,31291,0.226356412764
222062,31308,0.383019940012
222063,31307,1.48132385088
222064,31300,2.02262888769
222065,31315,1.90123338936
222066,31300,1.45218127728
222067,31308,0.54254609961
222068,31289,1.1622497091
222069,30555,1.88241217041
222070,31308,0.485147821901
222071,31300,0.168917359514
222072,31316,1.52492379386
222073,14175,0.0114981752503
222074,30556,3.32039351334
222075,31299,0.465873364998
222076,31307,3.08528805807
222077,31307,3.08928511867
222078,31289,0.878072103557
222079,31300,1.99794708605
222080,31307,0.371687452184
222081,31315,0.483828206188
222082,31299,0.00902009233389
222083,31299,0.215886459328
222084,14395,0.00957651505501
222085,33169,0.0249959056838
222086,31307,0.716581822109
222087,31307,1.96122486781
222088,31308,2.40657058399
222089,14336,0.749073258466
222090,31305,0.109764294512
222091,31315,1.73792866253
222092,31295,0.0133506817269
222093,31300,1.41361332899
222094,31307,1.54340743924
222095,14419,0.110344367626
222096,33168,1.00676475282
222097,14079,0.00868845962291
222097,14085,0.00868845962291
222098,31308,0.820304686045
222099,31308,0.919409078072
222100,31307,0.423978667955
222101,31307,1.39361040808
222102,31307,1.99283252133
222103,14079,0.019723520866
222103,14085,0.019723520866
222104,31308,1.14896681529
222105,31307,0.766719528248
222106,31307,1.67964138428
222107,31289,1.86695304943
222108,31289,1.41162202564
222109,31307,1.41255717219
222110,31748,0.589643542672
222111,14375,0.117527665511
222112,14336,0.363922417454
222113,31307,1.9272974295
222114,14336,0.536336449164
222115,31307,0.732393384758
222116,31300,0.204191819457
222117,30555,2.42438320447
222118,31289,1.42964640185
222119,31301,0.0569742958641
222120,31307,0.557643114512
222121,31315,0.879506735862
222122,31291,0.622624309469
222123,14079,0.0279733760848
222123,14085,0.0279733760848
222124,31307,0.353837413402
222125,31315,0.174501430081
222126,31307,2.94503994858
222127,31307,1.76024444605
301001,31177,0.0109489245193
302001,31219,0.0615183180497
303001,31090,0.0721650515809
303002,33063,0.0361391311755
303003,11277,0.128619237024
303003,11281,0.128619237024
311001,31118,0.0653000185188
311002,24917,0.298536005219
311003,31202,0.956633641409
312001,31150,0.162434886699
312002,24773,0.051320288727
312002,24769,0.051320288727
312003,31152,0.101571141636
312004,31153,0.12464760047
312005,31053,3.05066256505
313001,31150,0.0362930454548
313002,25999,0.0243211191654
313003,31197,1.67607096834
313004,31124,1.89725578916
313005,31159,0.398411673143
313006,33063,0.15692767051
313007,31203,1.06034530196
313008,33030,0.0880784334019
314001,31730,0.0249449182356
314002,31090,0.440610876356
314003,31102,0.156843805185
314004,31219,0.349672549724
314005,31141,0.878792056735
314006,11387,0.048103545576
314006,11383,0.048103545576
314007,31099,0.980992255162
314008,31202,0.612106664114
314009,31202,2.75999775917
314010,31093,0.12422431041
314011,31137,0.348859434104
314012,31202,0.957217396993
314013,31678,0.0180745146374
314014,31165,1.24542134429
314015,31090,0.360768827542
314016,31119,1.34511538817
314017,31143,3.62359407708
314018,31171,0.0213259167975
314019,31219,0.152794400969
314020,25153,0.0794980749937
314020,25149,0.0794980749937
315001,11278,0.272045959356
315002,31097,0.173476707967
315003,31059,0.0819425923981
315004,5441,0.200194654565
315005,33304,0.0571867369749
315006,31104,4.42077356049
315007,31173,0.0499776542618
315008,31169,0.122068599552
315009,7404,1.45620601404
315009,7400,1.45620601404
315010,31203,0.45706947006
315011,31150,0.0725478841072
315012,24062,0.0232810947273
315013,24773,0.183226099108
315013,24769,0.183226099108
315014,31095,0.0208293044394
315015,31204,0.272354777152
315016,31204,0.295114172995
315017,31124,5.31480168645
315018,31158,1.11019840829
315019,31151,0.271919111041
315020,31197,2.40486651419
315021,31124,2.03262019871
315022,31202,1.03803503376
315023,31053,3.01933221577
315024,31106,0.638742240494
315025,31087,0.0239643749877
315026,31158,0.0150617903972
315027,31165,0.183525715704
315028,31197,0.890434726693
315029,31137,6.84712071899
315030,31173,0.211578161061
315031,31052,0.749121241856
315032,31165,0.139567178676
315033,31124,1.29142053736
315034,25005,0.0325296594875
315035,31194,0.574945007288
315036,31197,0.260258830921
315037,31151,1.02475126367
315038,25402,0.0968993248571
315039,28526,0.0161757540584
315039,28522,0.0161757540584
315040,9249,0.0138958338469
315040,9253,0.0138958338469
315041,9750,0.0293763343714
315042,31102,0.241339873892
315043,31151,0.113156980872
315044,31096,0.187741406744
315045,25366,0.0116672757765
315046,31204,0.273811480276
315047,31204,0.2163548578
315048,31202,0.431668396272
315049,31170,0.481487908596
315050,31202,1.07219811256
315051,31057,0.478056719933
315052,5549,0.109646705679
315052,5545,0.109646705679
315053,31202,0.49294875441
315054,31169,0.121253126939
315055,31099,4.88931017454
315056,31197,0.343085322954
315057,25202,0.00387586495705
315058,31093,0.410471903161
315059,31169,0.248140520729
315060,9606,0.247006375712
315061,31202,1.01951621471
315062,31124,1.04275125882
315063,31151,2.76907250222
315064,31202,1.64965141893
315065,31117,0.285483394622
315066,31143,0.851423266057
315067,31169,0.161406058574
315068,31150,0.232819636446
315069,31089,0.0361733391336
315070,25217,0.0753157438093
315071,31137,0.417856603519
315072,31137,1.33976459177
315073,31149,1.29458067694
315074,31158,1.09150282518
315075,31170,1.10087303679
315076,11280,0.0249845221838
315077,31202,1.15042413656
315078,11267,0.0470401897001
315078,11271,0.0470401897001
