InputID,TargetID,Distance
101001,31275,0.073803946771
102001,31283,1.01452618579
102002,33292,0.100087959328
102003,31220,0.0478034299402
102004,31240,0.0406855661541
103001,31278,0.0528788827064
111001,31289,2.07557195167
111002,33298,0.121816195646
112001,31252,1.48715589523
112002,31275,0.678964509918
112003,31241,0.297492666145
112004,26273,0.050375580513
112005,31252,2.73964945675
112006,31282,0.943168241626
112007,25879,0.28247299762
112008,30556,3.33258546149
112009,31280,0.168513590363
112010,31252,1.9788054908
112011,26263,0.0345649583053
112012,31228,1.85270914013
112013,31289,2.8458147493
113001,33098,1.36019912376
113002,25879,0.0141050159072
113003,25921,0.0205338416938
113003,25925,0.0205338416938
113004,31278,0.384939255485
113005,30571,3.59091008868
113006,31307,1.74203453049
113007,31224,0.0762916361227
113008,26018,0.372723386132
113009,31307,3.73807519209
113010,33104,0.24690225983
113011,25504,0.117198566673
113012,31241,0.207607640523
113013,31252,0.910330841777
113014,25302,0.0990931820769
113015,33298,0.968639518505
113016,26203,0.0427132526507
113017,31252,2.90899095455
113018,33301,0.0747215979521
113019,33298,0.588286583628
113020,25908,0.204933256834
113021,25577,0.0980991905898
113021,25573,0.0980991905898
114001,26262,0.235695481526
114002,25879,0.523108610516
114003,7767,0.950343911377
114004,31283,2.40029710585
114005,31307,2.33458760699
114006,31278,2.24110150914
114007,31307,2.29703767701
114008,31278,3.02157100162
114009,31222,1.50765708959
114010,33298,2.35386217157
114011,33284,0.16672869861
114012,31222,2.04753573464
114013,31307,3.60569851371
114014,25876,0.070691720966
114015,31229,0.067066478273
114016,14761,0.0192730020928
114017,31222,3.35007291506
114018,31278,0.431253061593
114019,31252,1.72385857837
114020,31220,0.213428421743
114021,33098,0.0309142484297
114022,33298,3.14327749013
114023,31220,0.178424277503
114024,31230,0.0131813118136
114025,33298,1.13725128623
114026,31280,0.098489452121
114027,25301,0.0411381050355
114028,31283,1.99709403909
114029,26337,0.192725272244
114030,33080,0.0778086539406
114030,33076,0.0778086539406
114031,31307,2.13967860058
114032,31283,1.53467142438
114033,31283,2.33842344549
115001,33298,1.02834764717
115002,25879,0.133584319833
115003,26117,0.00879627516494
115004,25676,0.286900722674
115005,26228,0.0143575472269
115006,31307,3.48442144188
115007,26358,0.0977297189881
115008,31278,0.320874639879
115009,31307,2.35423203958
115010,31307,2.07942621857
115011,33098,2.42730507073
115012,31282,0.130938022571
115013,31283,2.03885268232
115014,14636,0.166776240669
115015,31222,0.140552845128
115016,7849,0.0147329593313
115016,7845,0.0147329593313
115017,31280,0.250680391524
115018,31222,2.54500239607
115019,31275,0.781236065929
115020,31252,1.8200413082
115021,25973,0.0120309225959
115022,31284,0.657406276894
115023,26262,0.170355112794
115024,31283,1.92526918394
115025,31252,6.13637279548
115026,31252,0.459477030718
115027,33098,0.165553078155
115028,31283,0.463428947592
115029,33298,0.371415119735
115030,25835,0.0501130104403
115031,31221,0.12320612258
115032,31226,0.175244753725
115033,31280,0.528708078761
115034,33288,0.0893388993116
115035,31283,0.861976125867
115036,31278,0.3748539358
115037,31221,0.0389696150014
115038,31280,0.0285859697195
115039,31280,0.234774466152
115040,31278,2.34534287204
115041,31252,5.58919626322
115042,31278,0.342778479453
115043,31278,3.93034633198
115044,31283,3.10621972699
115045,31251,2.82308265906
115046,31251,3.66710448431
115047,25878,0.313935670272
115048,26229,0.0412527863821
115049,31282,1.31283831648
115050,31280,0.132009936739
115051,31289,2.40802624789
115052,26308,0.0577756868959
115053,31241,1.09038037918
115054,31222,0.358837315211
115055,31278,0.336435009548
115056,31228,0.330449097053
115057,14747,0.0179294757255
115058,31283,2.8954607713
115059,33094,0.252001547265
115060,25870,0.0128471625671
115061,31307,2.28794913704
115062,31283,2.77034428308
115063,33104,0.182995875451
115064,31252,0.303564842878
115065,31253,0.0928371266999
115066,25504,0.20271764808
115067,31252,2.98591309775
115068,31252,0.309225399816
115069,31224,0.561841499475
115070,31280,0.124093018235
115071,31283,2.71055554904
115072,33298,0.328209747576
115073,31252,1.88550546425
115074,33091,0.188462441732
115074,33095,0.188462441732
115075,31283,2.165522117
115076,31222,1.3863013093
115077,31283,2.15885954536
115078,25908,0.228118765527
115079,25397,0.0448179544187
115080,31307,3.32765784784
115081,33298,0.176170460533
115082,31278,0.353964792288
115083,31289,2.28328143216
115084,31289,2.28518743636
115085,33080,0.0473073865906
115085,33076,0.0473073865906
115086,14761,1.39606342053
115087,31289,2.19193472381
115088,26018,0.397145071266
115089,31283,2.73834999882
115090,31252,1.24849056531
115091,31228,0.00922945929864
115092,31224,1.80435506326
115093,31252,0.412599720716
115094,25879,0.625928070532
115095,31283,4.50127388109
115096,26262,0.132588292488
115097,31230,0.0371870955937
115098,33298,5.02669445555
115099,33098,0.119990127462
115100,33091,0.173300148298
115100,33095,0.173300148298
115101,25564,0.0310338175364
115102,31224,2.25231052512
115103,25574,0.0903892782942
115104,31252,2.23692798056
115105,25838,0.139802113027
115105,25834,0.139802113027
115106,31221,0.169082040486
115107,31283,1.37926336877
115108,26308,0.0360188558957
115109,31289,3.44104776094
115110,31252,3.08017413877
115111,31252,4.3112760786
115112,33283,1.187737727
115112,33290,1.187737727
115113,31221,0.154638246129
115114,25908,0.10659360548
115115,31278,0.386995946722
115116,31252,1.08929605585
115117,33298,1.6551203588
115118,31252,0.375239802566
115119,31278,0.225449535853
115120,25848,0.0370694975917
115120,25844,0.0370694975917
115121,31232,0.0210832960796
115122,31280,0.184170682572
115123,33283,0.414952950578
115123,33290,0.414952950578
115124,25876,0.0543966481536
115125,31225,0.079368591423
115126,31221,0.169298374263
115127,33110,0.0132083626362
115127,33106,0.0132083626362
115128,33284,0.205991217509
115129,26093,0.0279560082222
115130,31282,0.0622476775086
115131,31278,0.360977581133
115132,25460,0.0268567282676
115133,14636,0.0224568385606
115134,31227,0.0664708093898
115135,31283,2.93615029543
115136,33094,1.37702779403
115137,33283,0.456752714593
115137,33290,0.456752714593
115138,31278,0.387402774112
115139,31307,2.13529165674
115140,7767,2.15661393522
115141,26309,0.176527899822
115142,33098,1.52627156942
115143,31222,0.0209962891281
115144,33097,0.055372166782
115145,31280,0.0484111654677
115146,26342,1.39948100099
115147,31251,4.52019726502
115148,33283,0.388880172297
115148,33290,0.388880172297
115149,31252,0.994645847578
115150,31222,2.63814485964
115151,31252,3.68108111122
115152,33298,3.43530604181
115153,31252,2.30316429968
115154,30556,3.1341040492
115155,33298,1.80535506394
115156,31283,3.4646123192
115157,31252,0.253788343854
115158,25908,0.272100680486
115159,25879,0.156163021092
115160,26032,0.0202981075919
115161,33325,0.0832956154107
115162,33325,0.0635946174969
115163,31307,3.8080245161
121001,31283,2.14988238824
121002,31251,3.21040755936
121003,25620,0.0234650729839
121004,26342,0.250111717571
121005,33283,0.486703742119
121005,33290,0.486703742119
121006,31282,0.019385064884
121007,14487,1.21253481694
121008,31307,2.34869239417
121009,31202,2.7257635953
121010,33298,2.67596163369
121011,33298,0.135026407664
121012,31252,5.46530493792
121013,25348,0.0134665187518
121014,31221,0.259043893777
121015,33283,0.248286801109
121015,33290,0.248286801109
121016,31228,0.198751598623
121017,31252,1.92973755803
121018,26282,0.212327063856
121019,33283,0.337587385528
121019,33290,0.337587385528
121020,31307,3.18863177651
121021,31251,2.11920786284
121022,25661,0.392435612138
121023,31256,0.0162264565846
121024,33104,0.142894302506
121025,31220,0.0636874124852
121026,25879,0.0574009320949
121027,25575,0.0110182646282
121028,33298,2.22352814082
121029,30556,3.23414860446
121030,31307,3.4473388928
121031,25908,0.0336882134948
121032,31252,2.20994987075
121033,14761,1.38629912961
121034,31241,0.299549227995
121035,26088,0.0595752317241
121036,31280,0.0848847776608
121037,31278,2.67481276847
121038,31278,0.509658156279
121039,31252,2.63237049177
121040,31289,3.2477337273
121041,33298,0.1754277444
121042,31253,0.112282983123
121043,31224,0.132595039431
121044,25907,0.013622269444
121045,31307,3.68259931719
121046,31220,0.164507017157
121047,31289,2.54643609656
121048,31307,4.39281263839
121049,31280,0.0196322051056
121050,25505,0.141411959031
121051,31307,2.61165182966
121052,33328,0.151586911505
121052,33324,0.151586911505
121053,14613,0.0554356331713
121054,26262,0.283357452024
121055,26308,0.0331869255979
121056,31241,0.0573434805651
121057,26337,0.176292652015
121058,25574,0.120939352923
121059,31228,1.82744565232
121060,33283,0.309810656885
121060,33290,0.309810656885
121061,31252,0.447681547735
121062,25353,0.0890251875559
121063,33091,0.291627209783
121063,33095,0.291627209783
121064,31289,2.93505274948
121065,26333,0.0349886785193
121066,33298,0.138321124649
121067,33288,0.0759504397501
121068,31282,0.739363849655
121069,31307,2.02612303023
121070,31275,0.782645153143
121071,33283,0.31333236932
121071,33290,0.31333236932
121072,31251,1.48951445469
121073,31241,0.354929827838
121074,31252,1.88546771071
121075,31241,0.0794283628951
121076,31307,1.78007613491
121077,25879,0.314014592384
121078,26088,0.0335558834198
121079,26088,0.0462018787742
121080,25838,0.114369860908
121080,25834,0.114369860908
121081,33283,0.239520829712
121081,33290,0.239520829712
121082,31252,0.829010165597
121083,33283,0.389183254537
121083,33290,0.389183254537
121084,33298,1.3604129085
121085,31224,0.12769685759
121086,31278,0.479863655131
121087,25304,0.0369133478733
121087,25300,0.0369133478733
121088,33298,0.365151006856
121089,31280,0.165811449573
121090,31220,0.165923049222
121091,33283,0.525619925637
121091,33290,0.525619925637
121092,31280,0.0722951566742
121093,14811,0.0475257530522
121094,14796,0.0422002959944
121095,31241,0.323148692063
121096,31252,2.97499970234
121097,31252,0.236763433399
121098,25752,0.0407728305411
121099,25879,0.238919882627
121100,31252,1.27986353525
121101,25988,0.0116237656489
121102,31229,0.0490632393032
121103,33099,0.101705640401
121104,33103,0.117770850474
121105,31228,0.25132817072
121106,33109,0.0792543350443
121107,25908,0.0406783724156
121108,31289,2.76836216633
121109,31222,1.90141048196
121110,25908,0.189567486862
121111,25835,0.0174650793601
121112,33091,0.178535879211
121112,33095,0.178535879211
121113,31252,3.39926040129
121114,31289,2.81652834826
121115,31289,2.36616188209
121116,25908,0.0806379409047
121117,7776,0.00933159870943
121118,33298,0.138992312676
121119,25878,0.13222486256
121120,26018,0.441075136713
121121,30571,5.53901358228
121122,31278,0.297822656451
121123,31252,2.56409755297
121124,33094,0.282162385354
121125,33091,0.0873752998609
121125,33095,0.0873752998609
121126,25879,0.554718152681
121127,31283,3.43406522777
121128,31307,3.56453447404
121129,31278,0.306391374929
121130,31278,0.309369552004
122001,7767,1.35937756643
122002,31252,0.386225969728
122003,31283,3.54519773428
122004,31283,3.25590948714
122005,26228,2.24286371166
122006,31222,3.4362923462
122007,31224,2.05302413799
122008,31241,0.0801293956072
122009,31278,0.350191972501
122010,31289,3.86435224081
122011,31283,3.19506225677
122012,31307,3.76749312181
