UCL_CODE11,score_votes
101001,0.5666666666666668
102001,0.44242424242424244
102002,0.35075757575757577
102003,0.1803030303030303
102004,0.19242424242424244
103001,0.5159090909090909
111001,0.0893939393939394
111002,0.7931818181818183
112001,0.2393939393939394
112002,0.5053030303030304
112003,0.5136363636363637
112004,0.04924242424242425
112005,0.36893939393939396
112006,0.25757575757575757
112007,0.060606060606060615
112008,0.0893939393939394
112009,0.23106060606060605
112010,0.2393939393939394
112011,0.04924242424242425
112012,0.2363636363636364
112013,0.19318181818181818
113001,0.2363636363636364
113002,0.1803030303030303
113003,0.23106060606060605
113004,0.5159090909090909
113005,0.36893939393939396
113006,0.0893939393939394
113007,0.1431818181818182
113008,0.060606060606060615
113009,0.0893939393939394
113010,0.04924242424242425
113011,0.23106060606060605
113012,0.7931818181818183
113013,0.2393939393939394
113014,0.5136363636363637
113015,0.5136363636363637
113016,0.7931818181818183
113017,0.19318181818181818
113018,0.7931818181818183
113019,0.5136363636363637
113020,0.1431818181818182
113021,0.23106060606060605
114001,0.1431818181818182
114002,0.060606060606060615
114003,0.44242424242424244
114004,0.19318181818181818
114005,0.0893939393939394
114006,0.19318181818181818
114007,0.0893939393939394
114008,0.19318181818181818
114009,0.2363636363636364
114010,0.36893939393939396
114011,0.15378787878787878
114012,0.2363636363636364
114013,0.0893939393939394
114014,0.1803030303030303
114015,0.7931818181818183
114016,0.44242424242424244
114017,0.36893939393939396
114018,0.5159090909090909
114019,0.2393939393939394
114020,0.1803030303030303
114021,0.04924242424242425
114022,0.36893939393939396
114023,0.1803030303030303
114024,0.7931818181818183
114025,0.2363636363636364
114026,0.23106060606060605
114027,0.19242424242424244
114028,0.44242424242424244
114029,0.1431818181818182
114030,0.060606060606060615
114031,0.0893939393939394
114032,0.44242424242424244
114033,0.19318181818181818
115001,0.2363636363636364
115002,0.060606060606060615
115003,0.7931818181818183
115004,0.25757575757575757
115005,0.060606060606060615
115006,0.0893939393939394
115007,0.1803030303030303
115008,0.25757575757575757
115009,0.0893939393939394
115010,0.0893939393939394
115011,0.2363636363636364
115012,0.23106060606060605
115013,0.44242424242424244
115014,0.44242424242424244
115015,0.04924242424242425
115016,0.44242424242424244
115017,0.23106060606060605
115018,0.2363636363636364
115019,0.5053030303030304
115020,0.2393939393939394
115021,0.7931818181818183
115022,0.44242424242424244
115023,0.1431818181818182
115024,0.25757575757575757
115025,0.36893939393939396
115026,0.5053030303030304
115027,0.04924242424242425
115028,0.44242424242424244
115029,0.5136363636363637
115030,0.23106060606060605
115031,0.1803030303030303
115032,0.1431818181818182
115033,0.25757575757575757
115034,0.1878787878787879
115035,0.44242424242424244
115036,0.25757575757575757
115037,0.1803030303030303
115038,0.23106060606060605
115039,0.23106060606060605
115040,0.2393939393939394
115041,0.36893939393939396
115042,0.25757575757575757
115043,0.36893939393939396
115044,0.19318181818181818
115045,0.36893939393939396
115046,0.36893939393939396
115047,0.060606060606060615
115048,0.060606060606060615
115049,0.25757575757575757
115050,0.23106060606060605
115051,0.0893939393939394
115052,0.44242424242424244
115053,0.5136363636363637
115054,0.04924242424242425
115055,0.25757575757575757
115056,0.1431818181818182
115057,0.44242424242424244
115058,0.19318181818181818
115059,0.060606060606060615
115060,0.7931818181818183
115061,0.0893939393939394
115062,0.19318181818181818
115063,0.04924242424242425
115064,0.5053030303030304
115065,0.196969696969697
115066,0.23106060606060605
115067,0.36893939393939396
115068,0.5053030303030304
115069,0.1431818181818182
115070,0.23106060606060605
115071,0.19318181818181818
115072,0.5136363636363637
115073,0.2393939393939394
115074,0.060606060606060615
115075,0.19318181818181818
115076,0.2363636363636364
115077,0.19318181818181818
115078,0.1431818181818182
115079,0.1431818181818182
115080,0.0893939393939394
115081,0.7931818181818183
115082,0.25757575757575757
115083,0.0893939393939394
115084,0.0893939393939394
115085,0.060606060606060615
115086,0.44242424242424244
115087,0.0893939393939394
115088,0.060606060606060615
115089,0.19318181818181818
115090,0.2393939393939394
115091,0.1431818181818182
115092,0.2363636363636364
115093,0.5053030303030304
115094,0.060606060606060615
115095,0.36893939393939396
115096,0.1431818181818182
115097,0.7931818181818183
115098,0.36893939393939396
115099,0.04924242424242425
115100,0.060606060606060615
115101,0.23106060606060605
115102,0.2363636363636364
115103,0.23106060606060605
115104,0.2393939393939394
115105,0.23106060606060605
115106,0.1803030303030303
115107,0.44242424242424244
115108,0.44242424242424244
115109,0.0893939393939394
115110,0.36893939393939396
115111,0.36893939393939396
115112,0.2393939393939394
115113,0.1803030303030303
115114,0.1431818181818182
115115,0.25757575757575757
115116,0.2393939393939394
115117,0.2363636363636364
115118,0.5053030303030304
115119,0.5159090909090909
115120,0.060606060606060615
115121,0.7931818181818183
115122,0.23106060606060605
115123,0.25757575757575757
115124,0.1803030303030303
115125,0.1431818181818182
115126,0.1803030303030303
115127,0.04924242424242425
115128,0.15378787878787878
115129,0.1803030303030303
115130,0.23106060606060605
115131,0.25757575757575757
115132,0.7931818181818183
115133,0.44242424242424244
115134,0.1431818181818182
115135,0.19318181818181818
115136,0.2363636363636364
115137,0.25757575757575757
115138,0.25757575757575757
115139,0.0893939393939394
115140,0.44242424242424244
115141,0.23106060606060605
115142,0.2363636363636364
115143,0.04924242424242425
115144,0.04924242424242425
115145,0.23106060606060605
115146,0.2363636363636364
115147,0.36893939393939396
115148,0.25757575757575757
115149,0.2393939393939394
115150,0.36893939393939396
115151,0.36893939393939396
115152,0.36893939393939396
115153,0.2393939393939394
115154,0.0893939393939394
115155,0.2363636363636364
115156,0.19318181818181818
115157,0.5053030303030304
115158,0.1431818181818182
115159,0.060606060606060615
115160,0.060606060606060615
115161,0.5136363636363637
115162,0.5136363636363637
115163,0.0893939393939394
121001,0.44242424242424244
121002,0.36893939393939396
121003,0.23106060606060605
121004,0.1431818181818182
121005,0.25757575757575757
121006,0.23106060606060605
121007,0.44242424242424244
121008,0.0893939393939394
121009,0.36893939393939396
121010,0.36893939393939396
121011,0.1431818181818182
121012,0.36893939393939396
121014,0.1803030303030303
121015,0.8878787878787879
121016,0.1431818181818182
121017,0.2393939393939394
121018,0.060606060606060615
121019,0.25757575757575757
121020,0.0893939393939394
121021,0.36893939393939396
121022,0.060606060606060615
121023,0.196969696969697
121024,0.04924242424242425
121025,0.1803030303030303
121026,0.1803030303030303
121027,0.23106060606060605
121028,0.36893939393939396
121029,0.0893939393939394
121030,0.0893939393939394
121031,0.1431818181818182
121032,0.36893939393939396
121033,0.44242424242424244
121034,0.5136363636363637
121035,0.060606060606060615
121036,0.23106060606060605
121037,0.2393939393939394
121038,0.25757575757575757
121039,0.36893939393939396
121040,0.19318181818181818
121041,0.7931818181818183
121042,0.196969696969697
121043,0.1431818181818182
121044,0.1431818181818182
121045,0.0893939393939394
121046,0.1803030303030303
121047,0.0893939393939394
121048,0.0893939393939394
121049,0.23106060606060605
121050,0.23106060606060605
121051,0.0893939393939394
121052,0.35075757575757577
121053,0.44242424242424244
121054,0.1431818181818182
121055,0.44242424242424244
121056,0.5136363636363637
121057,0.1431818181818182
121058,0.23106060606060605
121059,0.2363636363636364
121060,0.25757575757575757
121061,0.5053030303030304
121062,0.23106060606060605
121063,0.060606060606060615
121064,0.19318181818181818
121065,0.23106060606060605
121066,0.7931818181818183
121067,0.1878787878787879
121068,0.25757575757575757
121069,0.0893939393939394
121070,0.5053030303030304
121071,0.25757575757575757
121072,0.2363636363636364
121073,0.5136363636363637
121074,0.2393939393939394
121075,0.3363636363636364
121076,0.0893939393939394
121077,0.060606060606060615
121078,0.060606060606060615
121079,0.060606060606060615
121080,0.23106060606060605
121081,0.5666666666666668
121082,0.5053030303030304
121083,0.3106060606060606
121084,0.2363636363636364
121085,0.1431818181818182
121086,0.5159090909090909
